,factor_0,factor_1,factor_2,factor_3,factor_4
2013-04-12,0.9011190954889622,0.9138657325408537,0.8854205926796772,1.0353274279108626,0.6914629859162236
2013-04-15,0.8971341676136656,0.9133913399897654,0.8850620715128951,1.0358920536433975,0.6907562815046835
2013-04-16,0.8930448074761052,0.9122443977397073,0.8845171328003031,1.0360122169719177,0.6909538808145509
2013-04-17,0.8890246963762234,0.9111452384183975,0.8837918148581925,1.0356387827014837,0.6920514291682887
2013-04-18,0.8841372244254377,0.9097660086271264,0.8839090598235392,1.035103100785465,0.6940630776172605
2013-04-19,0.8809339705770627,0.9079634349156623,0.8839735611643512,1.034602105103772,0.6952761921478944
2013-04-22,0.8768441126452108,0.906074774865825,0.8853707743592407,1.034916376583414,0.6967422223459439
2013-04-23,0.8716120273745174,0.9054717208784587,0.8865973068561778,1.0356637473751924,0.6978498051881499
2013-04-24,0.8667338655947223,0.9045137903388003,0.8877845469644414,1.0378324209369685,0.6986815798223767
2013-04-25,0.8621882502994934,0.9041080684614379,0.8884393484809916,1.0401682765757592,0.6991977109388894
2013-04-26,0.8574910606198106,0.9039514474687014,0.8890065558475654,1.0420632968773653,0.6995063780715707
2013-05-02,0.8524719185070296,0.9031681405013842,0.8894179396406185,1.043441861582094,0.7001174182197595
2013-05-03,0.8483217255090275,0.9022301447393195,0.8896114593020932,1.0455392243941735,0.7001523183812702
2013-05-06,0.8457711848962638,0.9005650499381578,0.8896422294713221,1.0473756773199718,0.7004129838649384
2013-05-07,0.8432477192494968,0.8988524777092065,0.8895648493779149,1.048709498737847,0.7012318899126119
2013-05-08,0.8421442350790214,0.8976796332860228,0.889078254349571,1.0495953088840626,0.701393628206059
2013-05-09,0.8404352075362841,0.8962070010741564,0.889338254494022,1.0500250930849868,0.7010661794413998
2013-05-10,0.8395264736381989,0.8947773517865198,0.8890748812963171,1.0496163558377145,0.7006796350809537
2013-05-13,0.8382388387154924,0.8932489629367759,0.8894147028305506,1.0497701698577224,0.7011180515127886
2013-05-14,0.8365467435770451,0.8922684904957852,0.8899072453181404,1.049482691618163,0.7019042743483842
2013-05-15,0.8341790980171355,0.8906698930816863,0.8910768946953205,1.049634521477342,0.7026961336647279
2013-05-16,0.8323924546484893,0.8887846240360674,0.891920157756856,1.049066357004996,0.7036397434297492
2013-05-17,0.8314006061673767,0.8865816618275092,0.892703408555453,1.0484737215866664,0.7045550664364
2013-05-20,0.8317826390047373,0.8843876836984954,0.8933888123964064,1.0481219165766067,0.7052986703216672
2013-05-21,0.8328863641994705,0.8825999211731835,0.8942102068348587,1.048463564868436,0.705102264230283
2013-05-22,0.8344062900220935,0.8811572401767419,0.8945579973693505,1.049228586250641,0.7049104566723227
2013-05-23,0.835383575706785,0.8797951419728938,0.8945316312447408,1.0503351854276548,0.7043597517184719
2013-05-24,0.8359717809114684,0.8785836108416684,0.8939509756058573,1.0510152008116413,0.7039134827100465
2013-05-27,0.8368600220316949,0.8772319829873748,0.8921496247728454,1.0504377206909015,0.7026956570193745
2013-05-28,0.8384625875535003,0.8750468010138185,0.8905287132999261,1.0495634394767395,0.7016307354966634
2013-05-29,0.8391846126924268,0.8730825775715503,0.8892043399937031,1.0465215424187821,0.7006600954566734
2013-05-30,0.8399060811496843,0.8707978850416604,0.8881683553696889,1.0436795310510987,0.6999904764318486
2013-05-31,0.8406096955024345,0.8684476614935218,0.8873709366396147,1.0409746134878899,0.699153206432627
2013-06-03,0.8423129305815796,0.8667684130550926,0.8863257279393874,1.0384550740615441,0.6981312668278407
2013-06-04,0.8431195778471784,0.8657197700577446,0.8855712563204082,1.036495420886072,0.697278804696165
2013-06-05,0.8432729368084078,0.8648369180117123,0.8850356278016029,1.0345818766486568,0.6967354128774987
2013-06-06,0.8429620262485907,0.8643337380922055,0.8849807060763505,1.0324441029690115,0.69568246423107
2013-06-07,0.8420526042548441,0.8643330686424691,0.8850585825660074,1.0300817640207245,0.6946515835334304
2013-06-13,0.8404525772679273,0.8648644228278862,0.885159237916115,1.0278238445759973,0.6945720624990559
2013-06-14,0.8386760421972563,0.865217703432529,0.8860461620858165,1.0259641254622718,0.6944812914294051
2013-06-17,0.8372954355553266,0.8658429144031918,0.886982758096506,1.0236168397637098,0.6938993721126098
2013-06-18,0.8362806632614608,0.866156055916881,0.8881855992684621,1.0213943542505028,0.6934584664098046
2013-06-19,0.8361555691446767,0.8674175559123316,0.8896762910370272,1.0195780846133187,0.6932862053509574
2013-06-20,0.8352026263724717,0.8700420764754111,0.893238956602665,1.0174556417602056,0.6928160638412273
2013-06-21,0.8330339993397478,0.8726434709277401,0.8970692724051338,1.016570571727394,0.6929082797141783
2013-06-24,0.829602639100114,0.8767229305777389,0.9010880209447253,1.0160134008331305,0.6930696498344808
2013-06-25,0.8261867628959723,0.8811680461378677,0.9047901304417789,1.014665765469165,0.693253208663197
